;text;label;category
4051;to give grieving Hillary Clinton supporters hugs ;Loaded_Language;Manipulative_wording
4052;Trump crushed her ;Loaded_Language;Manipulative_wording
4053;she and another person cried after Trump won ;Loaded_Language;Manipulative_wording
4054;how much they hurt, how much they need support right now, and that they are coordinating in different offices to meet up to just hold each other;Loaded_Language;Manipulative_wording
4055;I’ve never cried after an election until last night;Loaded_Language;Manipulative_wording
4056;this election result hurt her badly;Loaded_Language;Manipulative_wording
4057;I’m in shock ;Loaded_Language;Manipulative_wording
4058;it hurts more than I could have ever imagined;Exaggeration_Minimisation;Manipulative_wording
4059;grieving leftist Latinos ;Name_Calling_Labeling;Attack_on_reputation
4060;They are probably hurting right now;Loaded_Language;Manipulative_wording
4061;Google is throwing its weight around ;Loaded_Language;Manipulative_wording
4062;a partisan manner ;Name_Calling_Labeling;Attack_on_reputation
4063;the duly elected President of the United States;Name_Calling_Labeling;Attack_on_reputation
4064;made a giant difference;Exaggeration_Minimisation;Manipulative_wording
4065;to Googlers and beyond;Slogans;Call
4066;scratching the surface of bias ;Loaded_Language;Manipulative_wording
4067;beyond thrilled ;Loaded_Language;Manipulative_wording
4068;sleeping giant;Name_Calling_Labeling;Attack_on_reputation
4069;Trump crushed her on election day;Exaggeration_Minimisation;Manipulative_wording
4070;another indication that Google’s efforts were clearly attempting to use company resources to elect Democrat Clinton over Republican Trump and influence the results of the election;Doubt;Attack_on_reputation
4071;It's incredible ;Loaded_Language;Manipulative_wording
4072;political theater ;Loaded_Language;Manipulative_wording
4073;He's a precedence man;Name_Calling_Labeling;Attack_on_reputation
4074;for the American people to see;Flag-Waving;Justification
4075;to point to a more than 30 year old claim that Supreme Court nominee Brett Kavanaugh engaged in sexual misconduct while he was in high school and somehow claim that he may have committed a crime while at the same time remaining silent on two women who have accused Rep. Keith Ellison, who is running for Attorney General in Minnesota, of abusing them, one of them making the claim this year;Whataboutism;Distraction
4076;but this is the Democrats for you;Red_Herring;Distraction
4077;last minute gambit;Loaded_Language;Manipulative_wording
4078;the corrupt DOJ and FBI ;Name_Calling_Labeling;Attack_on_reputation
4079;if they did, then someone might actually have to act on something that actually was a crime.	;Appeal_to_fear-prejudice;Justification
4080;ridiculous;Loaded_Language;Manipulative_wording
4081;why don't they bring up his involvement in the Vince Foster cover-up;Doubt;Attack_on_reputation
4082;I categorically and unequivocally deny this allegation;Loaded_Language;Manipulative_wording
4083;character assassination;Slogans;Call
4084;vehemently denied ;Loaded_Language;Manipulative_wording
4085;This is nothing more than a last-minute attempt at character assassination, and there should no delay in confirming Judge Kavanaugh;Appeal_to_Authority;Justification
4086;despicable tactic ;Loaded_Language;Manipulative_wording
4087;have sunk to their lowest level ;Loaded_Language;Manipulative_wording
4088;categorically and unequivocally deny ;Loaded_Language;Manipulative_wording
4089;cesspool of public gossip ;Loaded_Language;Manipulative_wording
4090;How convenient;Loaded_Language;Manipulative_wording
4091;stumbling drunk;Loaded_Language;Manipulative_wording
4092;serial sexual predator ;Name_Calling_Labeling;Attack_on_reputation
4093;Ted “Chappaquiddick” Kennedy ;Name_Calling_Labeling;Attack_on_reputation
4094;seeking to torpedo ;Loaded_Language;Manipulative_wording
4095;shameless smear campaign ;Loaded_Language;Manipulative_wording
4096;this is all a ruse to block Judge Kavanaugh's confirmation by all means necessary;Causal_Oversimplification;Simplification
4097;slink back into their shadowy corner;Loaded_Language;Manipulative_wording
4098;Character Assassination ;Slogans;Call
4099;gaping hole in the therapist’s notes;Loaded_Language;Manipulative_wording
4100;character assassination ;Slogans;Call
4101;leftist colleagues ;Name_Calling_Labeling;Attack_on_reputation
4102;elitist boys’ school;Name_Calling_Labeling;Attack_on_reputation
4103;Ms. Ford may believe her story to be true, but the lack of any credible corroborating evidence, her partial memory of details surrounding the alleged incident, and the absence of any pattern of such sexual misconduct by Judge Kavanaugh undercut the reliability of her version of the incident;Doubt;Attack_on_reputation
4104;For the entire time we have known Brett Kavanaugh, he has behaved honorably and treated women with respect;Appeal_to_Authority;Justification
4105;their standard contemptible, obstructionist tactics;Loaded_Language;Manipulative_wording
4106;assassinate Judge Kavanaugh’s character;Slogans;Call
4107;gave the serial sexual predator Bill Clinton a free pass because his policies were in line with their ideology;Causal_Oversimplification;Simplification
4108;reeks ;Loaded_Language;Manipulative_wording
4109;why didn't Senator Feinstein set the ball rolling back in July when she first received word of the allegation;Doubt;Attack_on_reputation
4110;no low to which the Democrats will not sink ;Loaded_Language;Manipulative_wording
4111;nefarious goals ;Loaded_Language;Manipulative_wording
4112;strengthening America and protecting Americans;Flag-Waving;Justification
4113;Democrats Want Us To Believe All Women…Unless They’re Accusing Keith Ellison, Bill Clinton, Al Franken Or George Soros;Black-and-White_Fallacy;
4114;This is clearly a set-up ;Causal_Oversimplification;Simplification
4115;a good man;Name_Calling_Labeling;Attack_on_reputation
4116;boys will be boys;Slogans;Call
4117;it falls far short of the evidence against virtually any other politician or celebrity who has faced consequences ;Exaggeration_Minimisation;Manipulative_wording
4118;and if six years ago she told the therapist four men and says two men now, that suggests that her memory of the event may be suspect;Doubt;Attack_on_reputation
4119;stumbling drunk ;Loaded_Language;Manipulative_wording
4120;I can tell you that while neither notes nor memories are infallible, in a contest between contemporaneous notes and later verbal testimony about those notes, the content of the written notes usually prevails;Appeal_to_Authority;Justification
4121;extremely skeptical ;Loaded_Language;Manipulative_wording
4122;What a surprise;Loaded_Language;Manipulative_wording
4123;lefty groups ;Name_Calling_Labeling;Attack_on_reputation
4124;latest smear;Loaded_Language;Manipulative_wording
4125;Open Society Foundation tentacles;Name_Calling_Labeling;Attack_on_reputation
4126;non-partisan watchdog ;Name_Calling_Labeling;Attack_on_reputation
4127;Dem donor;Name_Calling_Labeling;Attack_on_reputation
4128;so incredibly stupid to begin with;Exaggeration_Minimisation,Loaded_Language;Manipulative_wording_Manipulative_wording
4129;My biggest concern is all the damage that this did to the U.S. government [and] the mockery it made out of the Constitution and all of the wrongdoing that was done by various officials within the Department of Justice, the FBI and the DNC [Democratic National Committee;Flag-Waving;Justification
4130;panicking right about now;Loaded_Language;Manipulative_wording
4131;the feds ;Name_Calling_Labeling;Attack_on_reputation
4132;disgraced FBI figures ;Name_Calling_Labeling;Attack_on_reputation
4133;the mockery it made out of the Constitution ;Loaded_Language;Manipulative_wording
4134;and all of the wrongdoing that was done by various officials within the Department of Justice, the FBI and the DNC [Democratic National Committee;Doubt;Attack_on_reputation
4135;the monster once known as Cardinal McCarrick ;Name_Calling_Labeling;Attack_on_reputation
4136;a preening, Internet-created neo-Catholic doyenne ;Name_Calling_Labeling;Attack_on_reputation
4137;a power-mad ecclesiastical tyrant;Name_Calling_Labeling;Attack_on_reputation
4138;Bergoglio’s very presence on the Chair of Peter is a grave threat to the common good of the Church and the integrity of the Faith;Appeal_to_fear-prejudice;Justification
4139;the former apostolic nuncio-turned-whistleblower ;Name_Calling_Labeling;Attack_on_reputation
4140;Everything depends on it;Exaggeration_Minimisation;Manipulative_wording
4141;insane drive to shatter the Church’s bimillennial discipline ;Loaded_Language;Manipulative_wording
4142;rightly incensed ;Loaded_Language;Manipulative_wording
4143;Does Francis know he sounds like an abuser;Doubt,Reductio_ad_hitlerum;Attack_on_reputation
4144;was covering for McCarrick, big time;Exaggeration_Minimisation;Manipulative_wording
4145;promulgating heresy;Loaded_Language;Manipulative_wording
4146;Either the human element of the Church will act according to the means which seem possible, however extraordinary, or Heaven itself will intervene ;Appeal_to_fear-prejudice,Black-and-White_Fallacy;Justification
4147;damning indictment ;Loaded_Language;Manipulative_wording
4148;that serial homosexual rapist ;Name_Calling_Labeling;Attack_on_reputation
4149;crude and often unprintable invective ;Loaded_Language;Manipulative_wording
4150;unload on Pope Bergoglio ;Loaded_Language;Manipulative_wording
4151;the corrupt Benedict IX;Name_Calling_Labeling;Attack_on_reputation
4152;disgrace to the Chair of Peter;Name_Calling_Labeling;Attack_on_reputation
4153;Pope Francis is sounding more and more like the men who abused them;Reductio_ad_hitlerum;
4154;He’s sounding like the men who hid that abuse from the world, who taught their victims to blame themselves, who used spiritual pressure to persuade them and their families that it would actually be wrong, sinful, to defend themselves;Reductio_ad_hitlerum;
4155;a Christlike victim ;Name_Calling_Labeling;Attack_on_reputation
4156;healing and reconciliation will only come if we take a hard look at our own flaws;Whataboutism;Distraction
4157;To the victims of the Church, and to those who love them, it sounds like he is saying, “Who do you think you are?	I don’t have to explain myself to you.	You’re the guilty one.	You brought this on yourself.	If you want to be loved, then know your place.	I’m the victim, here, not you.	If you know what’s good for you, keep your mouth shut;Causal_Oversimplification;Simplification
4158;This is how abusers talk;Reductio_ad_hitlerum;
4159;Fisher knows that Francis knows it, even if she still cannot bring herself to say explicitly what should now be apparent to the entire body of the faithful;Causal_Oversimplification;Simplification
4160;those loathsome traditionalists;Name_Calling_Labeling;Attack_on_reputation
4161;this man who promised so much fresh air is really so intent on slamming doors shut before we find out even worse things hidden inside;Loaded_Language;Manipulative_wording
4162;relentless assault ;Loaded_Language;Manipulative_wording
4163;risk everything ;Exaggeration_Minimisation;Manipulative_wording
4164;The Dictator Pope ;Name_Calling_Labeling;Attack_on_reputation
4165;By what possible stretch of the imagination would such an occupant be suited for the Chair of Peter;Doubt;Attack_on_reputation
4166;Bergoglio will not, of course, resign.	He will cling to power with his last breath in order to carry out the many other acts of ecclesial subversion he clearly has in mind;Causal_Oversimplification;Simplification
4167;the plague of Bergoglio ;Loaded_Language;Manipulative_wording
4168;the execrable Benedict IX;Name_Calling_Labeling;Attack_on_reputation
4169;the interloper Sylvester III;Name_Calling_Labeling;Attack_on_reputation
4170;the well-intentioned but dimwitted Gregory VI;Name_Calling_Labeling;Attack_on_reputation
4171;a pious and austere Christian and an exponent of the Cluniac spirit of reform;Name_Calling_Labeling;Attack_on_reputation
4172;stripped of his sacerdotal rank and shut up in a monastery;Loaded_Language;Manipulative_wording
4173;the scurrilous Benedict IX ;Name_Calling_Labeling;Attack_on_reputation
4174;to dispel the pious fable;Loaded_Language;Manipulative_wording
4175;has exploited to the hilt;Loaded_Language;Manipulative_wording
4176;the leader of a personality cult everyone is commanded to “love” (in the superficially emotional sense) and obey no matter what he says or does;Name_Calling_Labeling;Attack_on_reputation
4177;a custodian and defender of the Deposit of Faith whose lovability, personality and opinions are utterly irrelevant to the exercise and scope of his office;Name_Calling_Labeling;Attack_on_reputation
4178;There are too many contrary instances of popes the Holy Spirit obviously would not have picked!” Bergoglio is undeniably one of them;Doubt;Attack_on_reputation
4179;the incalculable damage ;Exaggeration_Minimisation;Manipulative_wording
4180;that monster ;Name_Calling_Labeling;Attack_on_reputation
4181;the massive evidence of his unspeakable crimes;Exaggeration_Minimisation;Manipulative_wording
4182;"in accordance with Article 81 of John Paul II’s Universi Dominici Gregis, which provides:	The Cardinal electors shall further abstain from any form of pact, agreement, promise or other commitment of any kind which could oblige them to give or deny their vote to a person or persons.	If this were in fact done, even under oath, I decree that such a commitment shall be null and void and that no one shall be bound to observe it; and I hereby impose the penalty of excommunication latae sententiae upon those who violate this prohibition";Appeal_to_Authority;Justification
4183;To quote Cajetan on this point (citations taken from the linked article by Robert Siscoe), deposition by an imperfect council is appropriate “when one or more Popes suffer uncertainty with regard to their election, as seems to have arisen in the schism of Urban VI and others.	Then, lest the Church be perplexed, those members of the Church who are available have the power to judge which is the true pope, if it can be known, and if it cannot be known, [it has] the power to provide that the electors agree on one or another of them;Appeal_to_Authority;Justification
4184;Bergoglio has deposed himself by promulgating heresy, fracturing the Church’s universal discipline respecting marriage and the Eucharist, and undermining the teaching of even his own immediate predecessors on matters of fundamental morality upheld by the Magisterium for two millennia;Doubt;Attack_on_reputation
4185;a Pope who relentlessly attacks her very foundations;Doubt;Attack_on_reputation
4186;"To quote Cajetan again: “Indeed the Church has the right to separate herself from an heretical pope according to divine law.	Consequently, it has the right, by the same divine law, to use all means of themselves necessary for such separation; and those that juridically correspond to the crime, are of themselves necessary”—meaning the resort to an imperfect council";Appeal_to_Authority;Justification
4187;the totally unprecedented situation ;Exaggeration_Minimisation;Manipulative_wording
4188;And are we not in the midst of schisms already, provoked by none other than Bergoglio himself, whose insane drive to shatter the Church’s bimillennial discipline has produced the totally unprecedented situation in which what is still considered mortally sinful in one diocese is an imperative of “mercy” in another;Doubt;Attack_on_reputation
4189;the negligence of time-serving pastors who left their sheep completely undefended against the wolves who preyed upon them;Loaded_Language;Manipulative_wording
4190;the wolf the cardinals improvidently elected Pope;Name_Calling_Labeling;Attack_on_reputation
4191;the bishops and, above all, the Successor of Peter fail to maintain and transmit faithfully and in unity the deposit of faith contained in Sacred Tradition and Sacred Scripture;Doubt;Attack_on_reputation
4192;a Pope who, as a prominent cardinal declares to the whole world, “fail[s] to maintain and transmit faithfully … the deposit of faith contained in Sacred Tradition and Sacred Scripture” and is leading “an apostasy from the truth;Doubt;Attack_on_reputation
4193;a papal malefactor, treated as if were an absolute dictator;Name_Calling_Labeling;Attack_on_reputation
4194;It seems absurd ;Loaded_Language;Manipulative_wording
4195;wreaking havoc upon faith and morals ;Loaded_Language;Manipulative_wording
4196;to the detriment of countless souls;Exaggeration_Minimisation;Manipulative_wording
4197;to end his rampage;Loaded_Language;Manipulative_wording
4198;The successors of the Apostles, the only ones in a position to end his rampage, must demand his resignation and, should he refuse as expected, act in this unprecedented emergency to declare his removal from the office he has criminally abused and whose very credibility he threatens to destroy;Appeal_to_fear-prejudice;Justification
4199;during the height of the worst crisis in her history.	;Exaggeration_Minimisation;Manipulative_wording
4200;cunning ;Loaded_Language;Manipulative_wording
4201;"This is how abusers talk.	They’re not content with power; they have to keep their victims doubting and blaming themselves constantly, so they don’t become a threat.	Whether Francis knows it or not, this is how he sounds";Doubt;Attack_on_reputation
4202;But he is not making it easy.	I am not saying he is an abuser.	But he sounds like one;Doubt;Attack_on_reputation
4203;utterly ;Loaded_Language;Manipulative_wording
4204;unspeakable ;Loaded_Language;Manipulative_wording
4205;this is one of the great scandals in the history of our country ;Exaggeration_Minimisation;Manipulative_wording
4206;nameless, faceless bureaucrats of the Deep State ;Name_Calling_Labeling;Attack_on_reputation
4207;the Gang of Eight ;Name_Calling_Labeling;Attack_on_reputation
4208;a brazen abuse of power;Loaded_Language;Manipulative_wording
4209;has been blasting ;Loaded_Language;Manipulative_wording
4210;endless fodder ;Exaggeration_Minimisation;Manipulative_wording
4211;the DNC paid rent-a-spy ;Name_Calling_Labeling;Attack_on_reputation
4212;The authors of the letter even lie about the nature of the broad-based request, claiming Trump is selectively declassifying information to save himself;Doubt;Attack_on_reputation
4213;the Deep State Plotters;Name_Calling_Labeling;Attack_on_reputation
4214;as a “hoax;Name_Calling_Labeling;Attack_on_reputation
4215;one of the “crowning achievements” of his presidency;Loaded_Language;Manipulative_wording
4216;this might be the most important thing ;Exaggeration_Minimisation;Manipulative_wording
4217;who nobody even knew;Exaggeration_Minimisation;Manipulative_wording
4218;used Carter Page as a foil ;Loaded_Language;Manipulative_wording
4219;It’s a hoax, beyond a witch hunt;Name_Calling_Labeling;Attack_on_reputation
4220;disgraced ex-FBI employees ;Name_Calling_Labeling;Attack_on_reputation
4221;Although the conspiracy theory is baseless nonsense, it continues to dog the Trump administration;Loaded_Language;Manipulative_wording
4222;Trump defenders ;Name_Calling_Labeling;Attack_on_reputation
4223;prove a political masterstroke ;Loaded_Language;Manipulative_wording
4224;the duly elected 45th president of the United States;Name_Calling_Labeling;Attack_on_reputation
4225;so much leftist dirt ;Loaded_Language;Manipulative_wording
4226;shameful un-American plot ;Flag-Waving,Loaded_Language;Justification_Manipulative_wording
4227;with whom she was having an extramarital affair at the time;Red_Herring;Distraction
4228;something cryptic ;Loaded_Language;Manipulative_wording
4229;Trump’s nefarious links to Russia;Loaded_Language;Manipulative_wording
4230;and let the chips fall where they may;Loaded_Language;Manipulative_wording
4231;hailed Trump’s order;Loaded_Language;Manipulative_wording
4232;alarmed at the prospect of being exposed as frauds and publicly humiliated ;Loaded_Language;Manipulative_wording
4233;an attempt to usurp the powers vested in the president;Loaded_Language;Manipulative_wording
4234;to defy the presidential directive;Loaded_Language;Manipulative_wording
4235;got the axe ;Loaded_Language;Manipulative_wording
4236;canned ;Loaded_Language;Manipulative_wording
4237;unaccountable Deep State operatives ;Name_Calling_Labeling;Attack_on_reputation
4238;What we’ve done is a great service to the country, really;Flag-Waving;Justification
4239;hoax, beyond a witch hunt;Exaggeration_Minimisation;Manipulative_wording
4240;baseless nonsense;Name_Calling_Labeling;Attack_on_reputation
4241;profound alarm;Loaded_Language;Manipulative_wording
4242;Deep State officials ;Name_Calling_Labeling;Attack_on_reputation
4243;are in panic mode;Loaded_Language;Manipulative_wording
4244;Deep State DOJ tool ;Name_Calling_Labeling;Attack_on_reputation
4245;Deep State ;Repetition;Manipulative_wording
4246;Deep State Insurrection ;Name_Calling_Labeling;Attack_on_reputation
4247;a two year, multi-million dollar witch hunt;Name_Calling_Labeling;Attack_on_reputation
4248;The US President wants every American citizen to see the full, unredacted version of the FISA documents used to spy on Carter Page;Flag-Waving;Justification
4249;the hoax that was and is Trump-Russia collusion ;Loaded_Language;Manipulative_wording
4250;are doing everything in their power to make sure the truth, about how the FISA warrant to spy on Carter Page was obtained, remains hidden from the eyes of the American public;Flag-Waving;Justification
4251;twice-demoted DOJ official ;Name_Calling_Labeling;Attack_on_reputation
4252;The FBI’s spy;Name_Calling_Labeling;Attack_on_reputation
4253;confidential informant (spy;Name_Calling_Labeling;Attack_on_reputation
4254;demanding that the agencies defy President Trump;Loaded_Language;Manipulative_wording
4255;the Gang of Eight ;Name_Calling_Labeling;Attack_on_reputation
4256;malicious agenda ;Loaded_Language;Manipulative_wording
4257;as weak and ridiculous as they are;Loaded_Language;Manipulative_wording
4258;hurl the wild claims like a grenade ;Loaded_Language;Manipulative_wording
4259;lawyers are masters of delay;Name_Calling_Labeling;Attack_on_reputation
4260;obviously unbalanced the accuser is;Loaded_Language;Manipulative_wording
4261;I think he's an extraordinary man – I think he's a man of great intellect, as I've been telling you, and he has an unblemished record;Appeal_to_Authority;Justification
4262;obscene and violent ;Loaded_Language;Manipulative_wording
4263;hoping to torpedo President Trump’s agenda ;Loaded_Language;Manipulative_wording
4264;her lawyer is “even loonier;Doubt;Attack_on_reputation
4265;never-credible accusations of sexual abuse ;Doubt;Attack_on_reputation
4266;They deliberately refused to bring up the allegations, as weak and ridiculous as they are, at Kavanaugh’s Senate confirmation hearings because they didn’t want to have a rational discussion;Causal_Oversimplification;Simplification
4267;social justice warrior-lawyers ;Name_Calling_Labeling;Attack_on_reputation
4268;a staunch conservative ;Name_Calling_Labeling;Attack_on_reputation
4269;Left-wingers ;Name_Calling_Labeling;Attack_on_reputation
4270;utter nonsense;Loaded_Language;Manipulative_wording
4271;she is going to look like the loon she is;Doubt;Attack_on_reputation
4272;look like the loon she is;Loaded_Language;Manipulative_wording
4273;even loonier;Loaded_Language;Manipulative_wording
4274;Ford’s request for an FBI probe is “clearly a desire to delay proceedings;Causal_Oversimplification;Simplification
4275;an excellent job destroying herself ;Loaded_Language;Manipulative_wording
4276;high-stakes behind-the-scenes jockeying ;Loaded_Language;Manipulative_wording
4277;the loon she is;Name_Calling_Labeling;Attack_on_reputation
4278;If Kavanaugh Is Not Confirmed By Senate, Then We Are All Just One Accusation Away From Ruin;Appeal_to_fear-prejudice;Justification
4279;Without a shred of evidence;Exaggeration_Minimisation;Manipulative_wording
4280;being smeared ;Loaded_Language;Manipulative_wording
4281;political lynch mob out for blood;Name_Calling_Labeling;Attack_on_reputation
4282;I worry about this country;Flag-Waving;Justification
4283;highly partisan, activist attorney ;Name_Calling_Labeling;Attack_on_reputation
4284;bent over backwards ;Loaded_Language;Manipulative_wording
4285;What is happening in the Brett Kavanaugh nomination process should concern every American;Flag-Waving;Justification
4286;scatter like mice ;Loaded_Language;Manipulative_wording
4287;shatter her credibility ;Loaded_Language;Manipulative_wording
4288;I fear for this nation when this is now the standard;Appeal_to_fear-prejudice,Flag-Waving;Justification_Justification
4289;Why not Monday?	Does she have an important dentist appointment she can't get out of;Doubt;Attack_on_reputation
4290;Democrats want to delay this vote until after the midterms because they believe they have a chance to retake the Senate as well as the House;Causal_Oversimplification;Simplification
4291;even a mediocre defense attorney could shatter her credibility within minutes under cross-examination;Doubt;Attack_on_reputation
4292;You believe any woman who goes against a Republican and you don't believe any woman who goes against a Democrat;Black-and-White_Fallacy;
4293;they're zealous ;Loaded_Language;Manipulative_wording
4294;I don’t care who you are;Loaded_Language;Manipulative_wording
4295;chose to sit on it until the moment it could inflict maximum political damage;Causal_Oversimplification;Simplification
4296;overestimating the integrity of the `supportive` lawmakers and lawyers currently handling her;Doubt;Attack_on_reputation
4297;supportive` lawmakers and lawyers ;Name_Calling_Labeling;Attack_on_reputation
4298;sensitive lawmakers and high profile, activist attorneys ;Name_Calling_Labeling;Attack_on_reputation
4299;If this had been such a pivotal moment for her, how could she have forgotten any those facts;Doubt;Attack_on_reputation
4300;In no circumstance in the country does that happen;Flag-Waving;Justification
4301;You didn’t give a damn back then;Loaded_Language;Manipulative_wording
4302;If you want the FBI to go back that far @[email protected] to investigate Ford’s allegations….	let’s investigate my RAPE allegations against Bill Clinton, too;Whataboutism;Distraction
4303;The Clinton machine ;Name_Calling_Labeling;Attack_on_reputation
4304;flimsy and meritless accusations ;Exaggeration_Minimisation;Manipulative_wording
4305;It’s absurd;Loaded_Language;Manipulative_wording
4306;had a blunt message for Sen. Dianna Feinstein about the supposed “due process” that needs to be given to Brett Kavanaugh’s accuser, and it’s one that goes like this: Where was mine;Whataboutism;Distraction
4307;Oh my gosh;Loaded_Language;Manipulative_wording
4308;She pointed to the discrepancy between Democratic lack of interest in her case and the party’s outrage over allegations of sexual assault leveled last week against Mr. Kavanaugh;Whataboutism;Distraction
4309;lashed out ;Loaded_Language;Manipulative_wording
4310;You, Dicky Durban [sic], are a complete FRAUD;Doubt;Attack_on_reputation
4311;if Senate Democrats want the FBI to investigate the 36-year-old accusations against Mr. Kavanaugh, they should reopen her 40-year-old case, too;Whataboutism;Distraction
4312;never ;Repetition;Manipulative_wording
4313;I’ve found every single piece of information ;Exaggeration_Minimisation;Manipulative_wording
4314;flimsy and meritless ;Loaded_Language;Manipulative_wording
4315;complete FRAUD;Loaded_Language;Manipulative_wording
4316;act like children ;Loaded_Language;Manipulative_wording
4317;They kick and scream and lie and pout;Loaded_Language;Manipulative_wording
4318;a bunch of well-documented liars ;Name_Calling_Labeling;Attack_on_reputation
4319;such a pathetic attempt at a smear campaign;Loaded_Language;Manipulative_wording
4320;Trump-hating woman ;Name_Calling_Labeling;Attack_on_reputation
4321;ambiguous-at-best ;Exaggeration_Minimisation;Manipulative_wording
4322;Documented Liars ;Name_Calling_Labeling;Attack_on_reputation
4323;Drain the Swamp ;Slogans;Call
4324;what on Earth ;Loaded_Language;Manipulative_wording
4325;President Trump is the anti-politician ;Name_Calling_Labeling;Attack_on_reputation
4326;pro-life judge ;Name_Calling_Labeling;Attack_on_reputation
4327;taken together as a whole, it’s far too suspicious to lend it any credibility;Doubt;Attack_on_reputation
4328;every time there's a man that you don't like running for public office or being nominated for a position, some woman crawls out from a line of protesters and makes an ambiguous-at-best claim about unwanted sexual advances;Causal_Oversimplification;Simplification
4329;crawls out ;Loaded_Language;Manipulative_wording
4330;next time a man is nominated to a position who really has committed a crime, people will be that much less likely to believe his accuser;Appeal_to_fear-prejudice;Justification
4331;Way to go;Loaded_Language,Thought-terminating_Cliches;Manipulative_wording
4332;Women everywhere should be furious;Bandwagon,Exaggeration_Minimisation;Manipulative_wording
4333;regular Joe American;Name_Calling_Labeling;Attack_on_reputation
4334;they dig up some Trump-hating woman from Kavanaugh’s past and convince her to say that he assaulted her thinking that such an allegation will surely delay the vote long enough for them to regain control of Congress;Causal_Oversimplification;Simplification
4335;Everything else is just noise;Exaggeration_Minimisation;Manipulative_wording
4336;a man promising to Drain the Swamp ;Name_Calling_Labeling;Attack_on_reputation
4337;devastating ;Loaded_Language;Manipulative_wording
4338;Personally, I trust very, very few politicians no matter the party that they claim;Red_Herring;Distraction
4339;bent over backwards ;Loaded_Language;Manipulative_wording
4340;This charade ;Loaded_Language;Manipulative_wording
4341;worse than a travesty;Exaggeration_Minimisation;Manipulative_wording
4342;completely destroy Judge Kavanaugh’s life ;Exaggeration_Minimisation;Manipulative_wording
4343;pulling out all the stops ;Loaded_Language;Manipulative_wording
4344;suddenly emerged from left field;Loaded_Language;Manipulative_wording
4345;Haters of Judge Kavanaugh ;Name_Calling_Labeling;Attack_on_reputation
4346;character assassination;Slogans;Call
4347;ready to pounce ;Loaded_Language;Manipulative_wording
4348;character assassination;Repetition,Slogans;Manipulative_wording_Call
4349;continue to bludgeon ;Loaded_Language;Manipulative_wording
4350;the Kavanaugh haters ;Name_Calling_Labeling;Attack_on_reputation
4351;elitist boys’ school;Name_Calling_Labeling;Attack_on_reputation
4352;Kavanaugh Derangement Syndrome;Slogans;Call
4353;Me Too” movement ;Name_Calling_Labeling;Attack_on_reputation
4354;simply because Ms. Ford is a woman who has made what they call, without any corroborating evidence to date, a “credible” charge;Causal_Oversimplification;Simplification
4355;Kavanaugh Derangement Syndrome;Repetition,Slogans;Manipulative_wording_Call
4356;Judge Kavanaugh’s haters ;Name_Calling_Labeling,Repetition;Attack_on_reputation_Manipulative_wording
4357;character assassination;Slogans;Call
4358;smears ;Loaded_Language;Manipulative_wording
4359;What we do know so far tends to undercut the credibility of Ms. Ford’s accusation;Doubt;Attack_on_reputation
4360;Whatever corroboration Ms. Ford was hoping for from “witnesses” she claimed were at the alleged party is non-existent;Doubt;Attack_on_reputation
4361;The only problem with Dr. Friedman’s thesis is that Ms. Ford has apparently forgotten such key details surrounding the alleged sexual assault as when and where it happened and how she got home;Doubt;Attack_on_reputation
4362;she doubts Judge Kavanaugh’s credibility because of “how he approaches his cases;Doubt;Attack_on_reputation
4363;I believe her because she is telling the truth and you know it by her story;Appeal_to_Authority;Justification
4364;turns the fundamental constitutional principle of due process upside down;Flag-Waving;Justification
4365;In a nation guided by fairness and law, a person is innocent until proven guilty;Flag-Waving;Justification
4366;Left’s Show Trial ;Name_Calling_Labeling;Attack_on_reputation
4367;materialized out of thin air ;Loaded_Language;Manipulative_wording
4368;Suspiciously, Ford can’t –or won’t— say when or where the alleged incident happened and can provide few details;Doubt;Attack_on_reputation
4369;gaming the system;Loaded_Language;Manipulative_wording
4370;Give left-wingers an inch and they’ll take a mile;Exaggeration_Minimisation;Manipulative_wording
4371;left-wingers ;Name_Calling_Labeling;Attack_on_reputation
4372;smear;Loaded_Language;Manipulative_wording
4373;media-savvy sleazeball lawyer ;Name_Calling_Labeling;Attack_on_reputation
4374;exactly a zero percent chance ;Exaggeration_Minimisation;Manipulative_wording
4375;the lame-duck;Loaded_Language;Manipulative_wording
4376;reeks of ;Loaded_Language;Manipulative_wording
4377;customary preemptive cringe;Loaded_Language;Manipulative_wording
4378;Creepy Lawyer;Name_Calling_Labeling;Attack_on_reputation
4379;find the stomach to put an end to the farce ;Loaded_Language;Manipulative_wording
4380;a grotesque inversion ;Loaded_Language;Manipulative_wording
4381;absurd show trial ;Name_Calling_Labeling;Attack_on_reputation
4382;stooped so low with these smears ;Loaded_Language;Manipulative_wording
4383;to beclown themselves on;Loaded_Language;Manipulative_wording
4384;obviously partisan and hypocritical ;Loaded_Language;Manipulative_wording
4385;Victorian hothouse flowers ;Name_Calling_Labeling;Attack_on_reputation
4386;who was savaged ;Loaded_Language;Manipulative_wording
4387;stop feeding the alligator in the hopes that you will be eaten last;Loaded_Language;Manipulative_wording
4388;amoral, unfair, or vicious;Loaded_Language;Manipulative_wording
